date,open,high,low,close,volume
2025-02-20 12:15:00,75711.42,75729.65,75694.36,75714.2,0
2025-02-20 12:30:00,75715.08,75763.64,75697.37,75744.15,0
2025-02-20 12:45:00,75744.11,75760.02,75712.99,75723.77,0
2025-02-20 13:00:00,75725.59,75735.94,75650.79,75671.37,0
2025-02-20 13:15:00,75671.57,75697.65,75657.26,75670.84,0
2025-02-20 13:30:00,75671.87,75732.53,75671.87,75723.62,0
2025-02-20 13:45:00,75723.62,75769.95,75701.48,75730.76,0
2025-02-20 14:00:00,75730.76,75735.58,75676.04,75681.06,0
2025-02-20 14:15:00,75681.03,75733.53,75681.03,75715.43,0
2025-02-20 14:30:00,75716,75746.5,75694.95,75738.59,0
2025-02-20 14:45:00,75744.3,75770.11,75696.49,75739.41,0
2025-02-20 15:00:00,75738.43,75763.46,75717.35,75742.28,0
2025-02-20 15:15:00,75744.47,75772.85,75715.82,75715.82,0
2025-02-21 09:15:00,75544.29,75748.72,75533.75,75686.5,0
2025-02-21 09:30:00,75684.68,75709.34,75500.97,75520.52,0
2025-02-21 09:45:00,75518.47,75538.84,75431.25,75437.41,0
2025-02-21 10:00:00,75434.26,75481.91,75271.05,75274.87,0
2025-02-21 10:15:00,75272.15,75363.78,75200.09,75275.33,0
2025-02-21 10:30:00,75273,75368.83,75264.85,75314.32,0
2025-02-21 10:45:00,75320.5,75353.33,75220.39,75274.09,0
2025-02-21 11:00:00,75269.22,75326.8,75175.97,75260.38,0
2025-02-21 11:15:00,75260.42,75265.1,75198.6,75246.3,0
2025-02-21 11:30:00,75244.97,75404.82,75244.97,75355.49,0
2025-02-21 11:45:00,75352.73,75373.5,75303.27,75324.79,0
2025-02-21 12:00:00,75324.79,75335.34,75277.64,75296.99,0
2025-02-21 12:15:00,75295.83,75370.44,75295.83,75359.3,0
2025-02-21 12:30:00,75357.76,75422.73,75351.67,75394.31,0
2025-02-21 12:45:00,75390.68,75403.59,75294.77,75295.34,0
2025-02-21 13:00:00,75296.78,75301.48,75223.37,75281.01,0
2025-02-21 13:15:00,75280.66,75296.93,75196.42,75197.79,0
2025-02-21 13:30:00,75197.79,75241.8,75112.41,75150.36,0
2025-02-21 13:45:00,75150.82,75216.22,75113.24,75214.31,0
2025-02-21 14:00:00,75215.21,75285.72,75171.99,75283.75,0
2025-02-21 14:15:00,75284.6,75306.77,75199.41,75232.89,0
2025-02-21 14:30:00,75232.89,75308.4,75225.89,75287.03,0
2025-02-21 14:45:00,75284.41,75346.29,75262.1,75273.8,0
2025-02-21 15:00:00,75276.97,75392.13,75276.97,75379.28,0
2025-02-21 15:15:00,75379.01,75387.49,75237.4,75248.29,0
2025-02-24 09:15:00,74840.97,74907.04,74713.19,74726.16,0
2025-02-24 09:30:00,74726.41,74790.91,74554.29,74572.31,0
2025-02-24 09:45:00,74573.41,74659.18,74571.77,74597.5,0
2025-02-24 10:00:00,74601.41,74623.47,74541.63,74582.74,0
2025-02-24 10:15:00,74581.75,74603.83,74503.39,74558.04,0
2025-02-24 10:30:00,74558.04,74587.7,74524.69,74533.46,0
2025-02-24 10:45:00,74532.35,74597.81,74503.88,74511.64,0
2025-02-24 11:00:00,74514.21,74588.93,74493.97,74559.91,0
2025-02-24 11:15:00,74559.17,74598.54,74521.36,74555.63,0
2025-02-24 11:30:00,74555.72,74670.37,74539.02,74670.37,0
2025-02-24 11:45:00,74671.29,74698.62,74590.29,74601.46,0
2025-02-24 12:00:00,74603.85,74641.63,74508.97,74518.84,0
2025-02-24 12:15:00,74518.84,74550.3,74511.38,74516.52,0
2025-02-24 12:30:00,74516.52,74583.63,74496.07,74520.27,0
2025-02-24 12:45:00,74520.27,74600.69,74517.96,74547.3,0
2025-02-24 13:00:00,74548.86,74602.18,74526.11,74549.03,0
2025-02-24 13:15:00,74549.22,74570.99,74442.07,74494.17,0
2025-02-24 13:30:00,74495.37,74516.46,74401.93,74426.27,0
2025-02-24 13:45:00,74425.9,74462.76,74390.46,74452.38,0
2025-02-24 14:00:00,74452.79,74469.47,74387.44,74445.72,0
2025-02-24 14:15:00,74445.63,74516.21,74411.46,74454.26,0
2025-02-24 14:30:00,74454.26,74567.42,74451.11,74542.56,0
2025-02-24 14:45:00,74543,74596.14,74497.96,74533.39,0
2025-02-24 15:00:00,74533.37,74555.39,74437.52,74468.96,0
2025-02-24 15:15:00,74469.88,74498.08,74426.22,74456.83,0
2025-02-25 09:15:00,74440.3,74571.98,74400.37,74523.85,0
2025-02-25 09:30:00,74530.86,74757.97,74509.78,74737.76,0
2025-02-25 09:45:00,74731.54,74785.08,74675,74732.77,0
2025-02-25 10:00:00,74736.01,74748.57,74667.36,74723.47,0
2025-02-25 10:15:00,74724.36,74735.45,74625.57,74656.65,0
2025-02-25 10:30:00,74657.03,74709,74616.25,74691.19,0
2025-02-25 10:45:00,74691,74694.62,74603.66,74620.18,0
2025-02-25 11:00:00,74620.09,74653.36,74591.76,74624.33,0
2025-02-25 11:15:00,74624.73,74628.53,74586.86,74592.53,0
2025-02-25 11:30:00,74592.53,74642.61,74563.42,74632.79,0
2025-02-25 11:45:00,74632.88,74650.47,74585.21,74620.86,0
2025-02-25 12:00:00,74620.05,74683.96,74594.01,74670.3,0
2025-02-25 12:15:00,74670.97,74698.25,74652.78,74666.36,0
2025-02-25 12:30:00,74664.91,74670.63,74618.53,74628.03,0
2025-02-25 12:45:00,74628.16,74679.85,74617.86,74666.75,0
2025-02-25 13:00:00,74667.75,74723.76,74659.24,74714.14,0
2025-02-25 13:15:00,74714.02,74720,74656.13,74674.91,0
2025-02-25 13:30:00,74673.57,74721.95,74672.55,74699.77,0
2025-02-25 13:45:00,74698.53,74735.77,74659.4,74695.09,0
2025-02-25 14:00:00,74695.09,74721.81,74671.99,74686.17,0
2025-02-25 14:15:00,74686.54,74702.14,74664.99,74691.93,0
2025-02-25 14:30:00,74692.39,74703.57,74665.5,74678.63,0
2025-02-25 14:45:00,74678.38,74695.61,74637.56,74692.79,0
2025-02-25 15:00:00,74695.05,74695.05,74563.79,74582.99,0
2025-02-25 15:15:00,74584.67,74610.89,74474.34,74506.01,0
2025-02-27 09:15:00,74706.6,74834.09,74600.68,74607.39,0
2025-02-27 09:30:00,74606.37,74684.29,74557.8,74640.98,0
2025-02-27 09:45:00,74642.01,74672,74570.59,74601.28,0
2025-02-27 10:00:00,74600.97,74651.87,74591.67,74609.27,0
2025-02-27 10:15:00,74618.18,74631.46,74556.41,74579.84,0
2025-02-27 10:30:00,74580.16,74648.89,74571.24,74641.54,0
2025-02-27 10:45:00,74641.84,74676.86,74623.82,74637.2,0
2025-02-27 11:00:00,74637.14,74639.66,74594.45,74627.51,0
2025-02-27 11:15:00,74628.63,74655.02,74606.94,74623.8,0
2025-02-27 11:30:00,74622.9,74631.58,74586.18,74602.27,0
